State,District,Year,Crop,Area_Hectare,Production_Tonnes,Yield_Tonnes_per_Hectare
Assam,Dibrugarh,2004.0,Sugarcane,70.0,2584.0,36.91
Assam,Dibrugarh,2004.0,Sweet_potato,55.0,120.0,2.18
Assam,Dibrugarh,2004.0,Tobacco,4.0,2.0,0.5
Assam,Dibrugarh,2004.0,Turmeric,600.0,342.0,0.57
Assam,Dibrugarh,2005.0,Arecanut,2137.0,2081.0,0.97
Assam,Dibrugarh,2005.0,Banana,1184.0,15564.0,13.15
Assam,Dibrugarh,2005.0,Dry_chillies,142.0,99.0,0.7
Assam,Dibrugarh,2005.0,Onion,62.0,105.0,1.69
Assam,Dibrugarh,2005.0,Potato,680.0,4119.0,6.06
Assam,Dibrugarh,2005.0,Sugarcane,71.0,2640.0,37.18
Assam,Dibrugarh,2005.0,Sweet_potato,113.0,247.0,2.19
Assam,Dibrugarh,2005.0,Tapioca,14.0,57.0,4.07
Assam,Dibrugarh,2005.0,Tobacco,3.0,2.0,0.67
Assam,Dibrugarh,2005.0,Turmeric,131.0,75.0,0.57
Assam,Dibrugarh,2006.0,Arecanut,982.0,1461.0,1.49
Assam,Dibrugarh,2006.0,Banana,1220.0,16037.0,13.15
Assam,Dibrugarh,2006.0,Dry_chillies,134.0,93.0,0.69
Assam,Dibrugarh,2006.0,Onion,46.0,78.0,1.7
Assam,Dibrugarh,2006.0,Potato,588.0,4263.0,7.25
Assam,Dibrugarh,2006.0,Sugarcane,62.0,2457.0,39.63
Assam,Dibrugarh,2006.0,Sweet_potato,71.0,155.0,2.18
Assam,Dibrugarh,2006.0,Tapioca,17.0,70.0,4.12
Assam,Dibrugarh,2006.0,Turmeric,102.0,58.0,0.57
Assam,Dibrugarh,2007.0,Arecanut,1000.0,1266.0,1.27
Assam,Dibrugarh,2007.0,Banana,525.0,6901.0,13.14
Assam,Dibrugarh,2007.0,Black_pepper,61.0,103.0,1.69
Assam,Dibrugarh,2007.0,Dry_chillies,166.0,115.0,0.69
Assam,Dibrugarh,2007.0,Ginger,107.0,594.0,5.55
Assam,Dibrugarh,2007.0,Onion,30.0,51.0,1.7
Assam,Dibrugarh,2007.0,Potato,618.0,2615.0,4.23
Assam,Dibrugarh,2007.0,Sugarcane,64.0,2475.0,38.67
Assam,Dibrugarh,2007.0,Sweet_potato,103.0,226.0,2.19
Assam,Dibrugarh,2007.0,Tapioca,5.0,20.0,4.0
Assam,Dibrugarh,2007.0,Turmeric,85.0,48.0,0.56
Assam,Dibrugarh,2008.0,Arecanut,1029.0,1096.0,1.07
Assam,Dibrugarh,2008.0,Banana,516.0,8250.0,15.99
Assam,Dibrugarh,2008.0,Black_pepper,44.0,87.0,1.98
Assam,Dibrugarh,2008.0,Dry_chillies,157.0,109.0,0.69
Assam,Dibrugarh,2008.0,Ginger,84.0,467.0,5.56
Assam,Dibrugarh,2008.0,Onion,39.0,66.0,1.69
Assam,Dibrugarh,2008.0,Potato,609.0,4010.0,6.58
Assam,Dibrugarh,2008.0,Sugarcane,44.0,1689.0,38.39
Assam,Dibrugarh,2008.0,Sweet_potato,97.0,212.0,2.19
Assam,Dibrugarh,2008.0,Tapioca,12.0,49.0,4.08
Assam,Dibrugarh,2008.0,Turmeric,100.0,57.0,0.57
Assam,Dibrugarh,2009.0,Arecanut,1100.0,1569.0,1.43
Assam,Dibrugarh,2009.0,Banana,502.0,7075.0,14.09
Assam,Dibrugarh,2009.0,Black_pepper,47.0,87.0,1.85
Assam,Dibrugarh,2009.0,Dry_chillies,189.0,131.0,0.69
Assam,Dibrugarh,2009.0,Ginger,123.0,684.0,5.56
Assam,Dibrugarh,2009.0,Onion,47.0,80.0,1.7
Assam,Dibrugarh,2009.0,Potato,719.0,5222.0,7.26
Assam,Dibrugarh,2009.0,Sugarcane,47.0,1838.0,39.11
Assam,Dibrugarh,2009.0,Sweet_potato,111.0,243.0,2.19
Assam,Dibrugarh,2009.0,Tapioca,12.0,49.0,4.08
Assam,Dibrugarh,2009.0,Turmeric,104.0,59.0,0.57
Assam,Dibrugarh,2010.0,Banana,646.0,9305.0,14.4
Assam,Dibrugarh,2010.0,Black_pepper,64.0,117.0,1.83
Assam,Dibrugarh,2010.0,Dry_chillies,246.0,171.0,0.7
Assam,Dibrugarh,2010.0,Ginger,145.0,806.0,5.56
Assam,Dibrugarh,2010.0,Onion,48.0,82.0,1.71
Assam,Dibrugarh,2010.0,Potato,917.0,7093.0,7.74
Assam,Dibrugarh,2010.0,Sugarcane,64.0,2317.0,36.2
Assam,Dibrugarh,2010.0,Sweet_potato,120.0,263.0,2.19
Assam,Dibrugarh,2010.0,Tapioca,5.0,20.0,4.0
Assam,Dibrugarh,2010.0,Turmeric,270.0,154.0,0.57
Assam,Dibrugarh,2011.0,Banana,621.0,10082.0,16.24
Assam,Dibrugarh,2011.0,Black_pepper,65.0,119.0,1.83
Assam,Dibrugarh,2011.0,Dry_chillies,266.0,168.0,0.63
Assam,Dibrugarh,2011.0,Ginger,148.0,1144.0,7.73
Assam,Dibrugarh,2011.0,Onion,55.0,163.0,2.96
Assam,Dibrugarh,2011.0,Potato,1107.0,7725.0,6.98
Assam,Dibrugarh,2011.0,Sugarcane,96.0,3557.0,37.05
Assam,Dibrugarh,2011.0,Sweet_potato,121.0,392.0,3.24
Assam,Dibrugarh,2011.0,Tapioca,5.0,50.0,10.0
Assam,Dibrugarh,2011.0,Turmeric,300.0,205.0,0.68
Assam,Dibrugarh,2012.0,Banana,720.0,12475.0,17.33
Assam,Dibrugarh,2012.0,Black_pepper,81.0,150.0,1.85
Assam,Dibrugarh,2012.0,Dry_chillies,270.0,182.0,0.67
Assam,Dibrugarh,2012.0,Ginger,160.0,1255.0,7.84
Assam,Dibrugarh,2012.0,Onion,76.0,226.0,2.97
Assam,Dibrugarh,2012.0,Potato,1150.0,8539.0,7.43
Assam,Dibrugarh,2012.0,Sugarcane,120.0,4273.0,35.61
Assam,Dibrugarh,2012.0,Sweet_potato,118.0,404.0,3.42
Assam,Dibrugarh,2012.0,Tapioca,8.0,81.0,10.13
Assam,Dibrugarh,2012.0,Turmeric,316.0,220.0,0.7
Assam,Dibrugarh,2013.0,Banana,705.0,12215.0,17.33
Assam,Dibrugarh,2013.0,Black_pepper,103.0,191.0,1.85
Assam,Dibrugarh,2013.0,Dry_chillies,294.0,198.0,0.67
Assam,Dibrugarh,2013.0,Ginger,172.0,1349.0,7.84
Assam,Dibrugarh,2013.0,Onion,69.0,205.0,2.97
Assam,Dibrugarh,2013.0,Potato,1217.0,8699.0,7.15
Assam,Dibrugarh,2013.0,Sugarcane,89.0,3290.0,36.97
Assam,Dibrugarh,2013.0,Sweet_potato,122.0,417.0,3.42
Assam,Dibrugarh,2013.0,Tapioca,9.0,91.0,10.11
Assam,Dibrugarh,2013.0,Turmeric,323.0,224.0,0.69
Assam,Dibrugarh,2014.0,Banana,735.0,12735.0,17.33
Assam,Dibrugarh,2014.0,Black_pepper,95.0,177.0,1.86
Assam,Dibrugarh,2014.0,Dry_chillies,287.0,197.0,0.69
Assam,Dibrugarh,2014.0,Ginger,164.0,1289.0,7.86
Assam,Dibrugarh,2014.0,Onion,81.0,242.0,2.99
Assam,Dibrugarh,2014.0,Potato,1273.0,9546.0,7.5
Assam,Dibrugarh,2014.0,Sugarcane,105.0,3860.0,36.76
Assam,Dibrugarh,2014.0,Sweet_potato,119.0,408.0,3.43
Assam,Dibrugarh,2014.0,Tapioca,9.0,91.0,10.11
Assam,Dibrugarh,2014.0,Turmeric,333.0,270.0,0.81
Assam,Dibrugarh,2015.0,Banana,720.0,11858.0,16.47
Assam,Dibrugarh,2015.0,Black_pepper,81.0,151.0,1.86
Assam,Dibrugarh,2015.0,Dry_chillies,352.0,245.0,0.7
Assam,Dibrugarh,2015.0,Ginger,152.0,1195.0,7.86
Assam,Dibrugarh,2015.0,Onion,72.0,216.0,3.0
Assam,Dibrugarh,2015.0,Potato,1159.0,7748.0,6.69
Assam,Dibrugarh,2015.0,Sugarcane,250.0,8811.0,35.24
Assam,Dibrugarh,2015.0,Sweet_potato,75.0,257.0,3.43
Assam,Dibrugarh,2015.0,Tapioca,9.0,91.0,10.11
Assam,Dibrugarh,2015.0,Turmeric,368.0,302.0,0.82
Assam,Dibrugarh,2016.0,Banana,740.0,12771.0,17.26
Assam,Dibrugarh,2016.0,Black_pepper,84.0,225.0,2.68
Assam,Dibrugarh,2016.0,Dry_chillies,351.0,247.0,0.7
Assam,Dibrugarh,2016.0,Ginger,149.0,1227.0,8.23
Assam,Dibrugarh,2016.0,Onion,64.0,246.0,3.84
Assam,Dibrugarh,2016.0,Potato,1232.0,9003.0,7.31
Assam,Dibrugarh,2016.0,Sugarcane,129.0,4962.0,38.47
Assam,Dibrugarh,2016.0,Sweet_potato,94.0,343.0,3.65
Assam,Dibrugarh,2016.0,Tapioca,21.0,215.0,10.24
Assam,Dibrugarh,2016.0,Turmeric,381.0,317.0,0.83
Assam,Dibrugarh,2017.0,Banana,746.0,12880.0,17.27
Assam,Dibrugarh,2017.0,Black_pepper,87.0,237.0,2.72
Assam,Dibrugarh,2017.0,Dry_chillies,330.0,239.0,0.72
Assam,Dibrugarh,2017.0,Ginger,155.0,1278.0,8.25
Assam,Dibrugarh,2017.0,Onion,72.0,278.0,3.86
Assam,Dibrugarh,2017.0,Potato,1190.0,8341.0,7.01
Assam,Dibrugarh,2017.0,Sugarcane,161.0,6022.0,37.4
Assam,Dibrugarh,2017.0,Sweet_potato,96.0,351.0,3.66
Assam,Dibrugarh,2017.0,Tapioca,22.0,226.0,10.27
Assam,Dibrugarh,2017.0,Turmeric,361.0,305.0,0.84
Assam,Dibrugarh,2018.0,Banana,922.0,17443.0,18.92
Assam,Dibrugarh,2018.0,Black_pepper,91.0,250.0,2.75
Assam,Dibrugarh,2018.0,Dry_chillies,359.0,278.0,0.77
Assam,Dibrugarh,2018.0,Ginger,133.0,1279.0,9.62
Assam,Dibrugarh,2018.0,Onion,64.0,207.0,3.23
Assam,Dibrugarh,2018.0,Potato,1163.0,8717.0,7.5
Assam,Dibrugarh,2018.0,Sugarcane,160.0,5610.0,35.06
Assam,Dibrugarh,2018.0,Sweet_potato,88.0,405.0,4.6
Assam,Dibrugarh,2018.0,Tapioca,17.0,162.0,9.53
Assam,Dibrugarh,2018.0,Turmeric,377.0,398.0,1.06
Assam,Dibrugarh,2019.0,Banana,852.0,16283.0,19.11
Assam,Dibrugarh,2019.0,Black_pepper,93.0,259.0,2.78
Assam,Dibrugarh,2019.0,Dry_chillies,360.0,290.0,0.81
Assam,Dibrugarh,2019.0,Ginger,138.0,1374.0,9.96
Assam,Dibrugarh,2019.0,Onion,65.0,290.0,4.46
Assam,Dibrugarh,2019.0,Potato,1080.0,7797.0,7.22
Assam,Dibrugarh,2019.0,Sugarcane,100.0,4101.0,41.01
Assam,Dibrugarh,2019.0,Sweet_potato,90.0,426.0,4.73
Assam,Dibrugarh,2019.0,Tapioca,12.0,118.0,9.83
Assam,Dibrugarh,2019.0,Turmeric,381.0,444.0,1.17
Assam,Dibrugarh,2020.0,Banana,852.0,15911.0,18.67
Assam,Dibrugarh,2020.0,Black_pepper,93.0,259.0,2.78
Assam,Dibrugarh,2020.0,Dry_chillies,360.0,290.0,0.81
Assam,Dibrugarh,2020.0,Ginger,138.0,1374.0,9.96
Assam,Dibrugarh,2020.0,Onion,65.0,290.0,4.46
Assam,Dibrugarh,2020.0,Potato,1081.0,7949.0,7.35
Assam,Dibrugarh,2020.0,Sugarcane,100.0,3585.0,35.85
Assam,Dibrugarh,2020.0,Sweet_potato,90.0,426.0,4.73
Assam,Dibrugarh,2020.0,Tapioca,12.0,118.0,9.83
Assam,Dibrugarh,2020.0,Turmeric,382.0,445.0,1.16
Assam,Dibrugarh,2021.0,Banana,758.0,14559.0,19.21
Assam,Dibrugarh,2021.0,Black_pepper,89.0,248.0,2.79
Assam,Dibrugarh,2021.0,Ginger,129.0,1284.0,9.95
Assam,Dibrugarh,2021.0,Onion,63.0,281.0,4.46
Assam,Dibrugarh,2021.0,Potato,1098.0,7931.0,7.22
Assam,Dibrugarh,2021.0,Sugarcane,100.0,3897.0,38.97
Assam,Dibrugarh,2021.0,Sweet_potato,86.0,407.0,4.73
Assam,Dibrugarh,2021.0,Tapioca,15.0,147.0,9.8
Assam,Dibrugarh,2021.0,Turmeric,375.0,437.0,1.17
Assam,Dibrugarh,2022.0,Banana,767.0,14809.0,19.31
Assam,Dibrugarh,2022.0,Black_pepper,85.0,246.0,2.89
Assam,Dibrugarh,2022.0,Ginger,120.0,1226.0,10.22
Assam,Dibrugarh,2022.0,Onion,60.0,275.0,4.58
Assam,Dibrugarh,2022.0,Potato,1081.0,10541.0,9.75
Assam,Dibrugarh,2022.0,Sugarcane,87.0,3877.0,44.56
Assam,Dibrugarh,2022.0,Sweet_potato,83.0,399.0,4.81
Assam,Dibrugarh,2022.0,Tapioca,10.0,105.0,10.5
Assam,Dibrugarh,2022.0,Turmeric,340.0,497.0,1.46
Assam,Dima hasao,1997.0,Arecanut,360.0,264.0,0.73
Assam,Dima hasao,1997.0,Dry_chillies,286.0,164.0,0.57
Assam,Dima hasao,1997.0,Onion,14.0,20.0,1.43
Assam,Dima hasao,1997.0,Potato,220.0,1964.0,8.93
Assam,Dima hasao,1997.0,Sesamum,512.0,256.0,0.5
Assam,Dima hasao,1997.0,Sweet_potato,40.0,196.0,4.9
Assam,Dima hasao,1997.0,Tapioca,65.0,325.0,5.0
Assam,Dima hasao,1997.0,Turmeric,211.0,108.0,0.51
Assam,Dima hasao,1998.0,Arecanut,335.0,226.0,0.67
Assam,Dima hasao,1998.0,Banana,500.0,7250.0,14.5
Assam,Dima hasao,1998.0,Dry_chillies,286.0,164.0,0.57
Assam,Dima hasao,1998.0,Onion,14.0,20.0,1.43
Assam,Dima hasao,1998.0,Potato,252.0,2001.0,7.94
Assam,Dima hasao,1998.0,Sugarcane,1293.0,42002.0,32.48
Assam,Dima hasao,1998.0,Sweet_potato,40.0,196.0,4.9
Assam,Dima hasao,1998.0,Tapioca,64.0,320.0,5.0
Assam,Dima hasao,1998.0,Tobacco,29.0,23.0,0.79
Assam,Dima hasao,1998.0,Turmeric,215.0,110.0,0.51
Assam,Dima hasao,1999.0,Arecanut,380.0,262.0,0.69
Assam,Dima hasao,1999.0,Banana,525.0,7613.0,14.5
Assam,Dima hasao,1999.0,Dry_chillies,289.0,166.0,0.57
Assam,Dima hasao,1999.0,Onion,20.0,28.0,1.4
Assam,Dima hasao,1999.0,Potato,190.0,1732.0,9.12
Assam,Dima hasao,1999.0,Sugarcane,1805.0,55630.0,30.82
Assam,Dima hasao,1999.0,Sweet_potato,39.0,191.0,4.9
Assam,Dima hasao,1999.0,Tapioca,60.0,300.0,5.0
Assam,Dima hasao,1999.0,Tobacco,27.0,21.0,0.78
Assam,Dima hasao,1999.0,Turmeric,230.0,117.0,0.51
Assam,Dima hasao,2000.0,Arecanut,350.0,299.0,0.85
Assam,Dima hasao,2000.0,Banana,430.0,6235.0,14.5
Assam,Dima hasao,2000.0,Dry_chillies,258.0,148.0,0.57
Assam,Dima hasao,2000.0,Onion,18.0,25.0,1.39
Assam,Dima hasao,2000.0,Potato,210.0,1733.0,8.25
Assam,Dima hasao,2000.0,Sugarcane,1777.0,56153.0,31.6
Assam,Dima hasao,2000.0,Sweet_potato,39.0,191.0,4.9
Assam,Dima hasao,2000.0,Tapioca,65.0,325.0,5.0
Assam,Dima hasao,2000.0,Tobacco,27.0,21.0,0.78
Assam,Dima hasao,2000.0,Turmeric,240.0,122.0,0.51
Assam,Dima hasao,2001.0,Arecanut,320.0,283.0,0.88
Assam,Dima hasao,2001.0,Banana,537.0,7786.0,14.5
Assam,Dima hasao,2001.0,Dry_chillies,265.0,152.0,0.57
Assam,Dima hasao,2001.0,Onion,19.0,27.0,1.42
Assam,Dima hasao,2001.0,Potato,230.0,1783.0,7.75
Assam,Dima hasao,2001.0,Sugarcane,1780.0,59185.0,33.25
Assam,Dima hasao,2001.0,Sweet_potato,41.0,201.0,4.9
Assam,Dima hasao,2001.0,Tapioca,64.0,320.0,5.0
Assam,Dima hasao,2001.0,Tobacco,29.0,23.0,0.79
Assam,Dima hasao,2001.0,Turmeric,243.0,139.0,0.57
Assam,Dima hasao,2002.0,Arecanut,350.0,233.0,0.67
Assam,Dima hasao,2002.0,Banana,550.0,7975.0,14.5
Assam,Dima hasao,2002.0,Dry_chillies,271.0,155.0,0.57
Assam,Dima hasao,2002.0,Onion,20.0,28.0,1.4
Assam,Dima hasao,2002.0,Orange,1575.0,15734.0,9.99
Assam,Dima hasao,2002.0,Papaya,315.0,4803.0,15.25
Assam,Dima hasao,2002.0,Pineapple,1785.0,26109.0,14.63
Assam,Dima hasao,2002.0,Potato,250.0,1954.0,7.82
Assam,Dima hasao,2002.0,Sugarcane,1793.0,60804.0,33.91
Assam,Dima hasao,2002.0,Sweet_potato,44.0,216.0,4.91
Assam,Dima hasao,2002.0,Tapioca,70.0,350.0,5.0
Assam,Dima hasao,2002.0,Tobacco,29.0,23.0,0.79
Assam,Dima hasao,2002.0,Turmeric,251.0,133.0,0.53
Assam,Dima hasao,2003.0,Arecanut,395.0,443.0,1.12
Assam,Dima hasao,2003.0,Banana,600.0,8700.0,14.5
Assam,Dima hasao,2003.0,Dry_chillies,275.0,158.0,0.57
Assam,Dima hasao,2003.0,Onion,21.0,29.0,1.38
Assam,Dima hasao,2003.0,Orange,1620.0,16253.0,10.03
Assam,Dima hasao,2003.0,Papaya,344.0,5245.0,15.25
Assam,Dima hasao,2003.0,Pineapple,1950.0,28731.0,14.73
Assam,Dima hasao,2003.0,Potato,260.0,1813.0,6.97
Assam,Dima hasao,2003.0,Sugarcane,1725.0,53737.0,31.15
Assam,Dima hasao,2003.0,Sweet_potato,45.0,216.0,4.8
Assam,Dima hasao,2003.0,Tapioca,66.0,330.0,5.0
Assam,Dima hasao,2003.0,Tobacco,29.0,23.0,0.79
Assam,Dima hasao,2003.0,Turmeric,260.0,140.0,0.54
Assam,Dima hasao,2004.0,Dry_chillies,265.0,152.0,0.57
Assam,Dima hasao,2004.0,Onion,22.0,45.0,2.05
Assam,Dima hasao,2004.0,Potato,255.0,2055.0,8.06
Assam,Dima hasao,2004.0,Sugarcane,1745.0,56810.0,32.56
Assam,Dima hasao,2004.0,Sweet_potato,45.0,221.0,4.91
Assam,Dima hasao,2004.0,Tobacco,29.0,23.0,0.79
Assam,Dima hasao,2004.0,Turmeric,260.0,142.0,0.55
Assam,Dima hasao,2005.0,Arecanut,387.0,357.0,0.92
Assam,Dima hasao,2005.0,Banana,605.0,8773.0,14.5
Assam,Dima hasao,2005.0,Dry_chillies,266.0,152.0,0.57
Assam,Dima hasao,2005.0,Onion,29.0,47.0,1.62
Assam,Dima hasao,2005.0,Potato,250.0,1270.0,5.08
Assam,Dima hasao,2005.0,Sugarcane,1750.0,55846.0,31.91
Assam,Dima hasao,2005.0,Sweet_potato,46.0,221.0,4.8
Assam,Dima hasao,2005.0,Tapioca,65.0,325.0,5.0
Assam,Dima hasao,2005.0,Tobacco,29.0,23.0,0.79
Assam,Dima hasao,2005.0,Turmeric,254.0,137.0,0.54
Assam,Dima hasao,2006.0,Arecanut,490.0,283.0,0.58
Assam,Dima hasao,2006.0,Banana,610.0,8845.0,14.5
Assam,Dima hasao,2006.0,Dry_chillies,270.0,155.0,0.57
Assam,Dima hasao,2006.0,Onion,23.0,39.0,1.7
Assam,Dima hasao,2006.0,Potato,260.0,1688.0,6.49
Assam,Dima hasao,2006.0,Sugarcane,2081.0,58992.0,28.35
Assam,Dima hasao,2006.0,Sweet_potato,49.0,240.0,4.9
Assam,Dima hasao,2006.0,Tapioca,70.0,350.0,5.0
Assam,Dima hasao,2006.0,Tobacco,29.0,23.0,0.79
Assam,Dima hasao,2006.0,Turmeric,279.0,150.0,0.54
Assam,Dima hasao,2007.0,Arecanut,482.0,181.0,0.38
Assam,Dima hasao,2007.0,Banana,730.0,10585.0,14.5
Assam,Dima hasao,2007.0,Black_pepper,44.0,50.0,1.14
Assam,Dima hasao,2007.0,Dry_chillies,273.0,156.0,0.57
Assam,Dima hasao,2007.0,Ginger,3129.0,20511.0,6.56
Assam,Dima hasao,2007.0,Onion,25.0,41.0,1.64
Assam,Dima hasao,2007.0,Potato,262.0,1815.0,6.93
Assam,Dima hasao,2007.0,Sugarcane,2081.0,61612.0,29.61
Assam,Dima hasao,2007.0,Sweet_potato,57.0,279.0,4.89
Assam,Dima hasao,2007.0,Tapioca,86.0,430.0,5.0
Assam,Dima hasao,2007.0,Tobacco,29.0,23.0,0.79
Assam,Dima hasao,2007.0,Turmeric,282.0,152.0,0.54
Assam,Dima hasao,2008.0,Arecanut,91.0,52.0,0.57
Assam,Dima hasao,2008.0,Banana,720.0,10440.0,14.5
Assam,Dima hasao,2008.0,Black_pepper,44.0,73.0,1.66
Assam,Dima hasao,2008.0,Dry_chillies,270.0,155.0,0.57
Assam,Dima hasao,2008.0,Ginger,3130.0,20517.0,6.55
Assam,Dima hasao,2008.0,Onion,27.0,44.0,1.63
Assam,Dima hasao,2008.0,Potato,259.0,1706.0,6.59
Assam,Dima hasao,2008.0,Sugarcane,2089.0,65735.0,31.47
Assam,Dima hasao,2008.0,Sweet_potato,55.0,270.0,4.91
Assam,Dima hasao,2008.0,Tapioca,84.0,420.0,5.0
Assam,Dima hasao,2008.0,Tobacco,27.0,21.0,0.78
Assam,Dima hasao,2008.0,Turmeric,278.0,150.0,0.54
Assam,Dima hasao,2009.0,Arecanut,269.0,166.0,0.62
Assam,Dima hasao,2009.0,Banana,790.0,11455.0,14.5
Assam,Dima hasao,2009.0,Black_pepper,46.0,64.0,1.39
Assam,Dima hasao,2009.0,Dry_chillies,371.0,213.0,0.57
Assam,Dima hasao,2009.0,Ginger,3335.0,21861.0,6.56
Assam,Dima hasao,2009.0,Onion,36.0,60.0,1.67
Assam,Dima hasao,2009.0,Potato,4270.0,31013.0,7.26
Assam,Dima hasao,2009.0,Sugarcane,2147.0,61372.0,28.59
Assam,Dima hasao,2009.0,Sweet_potato,60.0,294.0,4.9
Assam,Dima hasao,2009.0,Tapioca,534.0,2670.0,5.0
Assam,Dima hasao,2009.0,Tobacco,34.0,27.0,0.79
Assam,Dima hasao,2009.0,Turmeric,294.0,158.0,0.54
Assam,Dima hasao,2010.0,Banana,875.0,12688.0,14.5
Assam,Dima hasao,2010.0,Black_pepper,46.0,64.0,1.39
Assam,Dima hasao,2010.0,Dry_chillies,381.0,218.0,0.57
Assam,Dima hasao,2010.0,Ginger,3210.0,21042.0,6.56
Assam,Dima hasao,2010.0,Onion,29.0,48.0,1.66
Assam,Dima hasao,2010.0,Potato,4414.0,34142.0,7.73
Assam,Dima hasao,2010.0,Sugarcane,3625.0,127810.0,35.26
Assam,Dima hasao,2010.0,Sweet_potato,73.0,358.0,4.9
Assam,Dima hasao,2010.0,Tapioca,570.0,2850.0,5.0
Assam,Dima hasao,2010.0,Tobacco,28.0,21.0,0.75
Assam,Dima hasao,2010.0,Turmeric,296.0,159.0,0.54
Assam,Dima hasao,2011.0,Banana,876.0,13140.0,15.0
Assam,Dima hasao,2011.0,Black_pepper,48.0,68.0,1.42
Assam,Dima hasao,2011.0,Dry_chillies,432.0,216.0,0.5
Assam,Dima hasao,2011.0,Ginger,3726.0,25277.0,6.78
Assam,Dima hasao,2011.0,Onion,32.0,102.0,3.19
Assam,Dima hasao,2011.0,Potato,4300.0,30005.0,6.98
Assam,Dima hasao,2011.0,Sugarcane,2780.0,87253.0,31.39
Assam,Dima hasao,2011.0,Sweet_potato,76.0,380.0,5.0
Assam,Dima hasao,2011.0,Tapioca,650.0,1793.0,2.76
Assam,Dima hasao,2011.0,Tobacco,28.0,22.0,0.79
Assam,Dima hasao,2011.0,Turmeric,345.0,185.0,0.54
Assam,Dima hasao,2012.0,Banana,847.0,13726.0,16.21
Assam,Dima hasao,2012.0,Black_pepper,48.0,73.0,1.52
Assam,Dima hasao,2012.0,Coconut,93.0,46000.0,494.62
Assam,Dima hasao,2012.0,Dry_chillies,459.0,282.0,0.61
Assam,Dima hasao,2012.0,Ginger,3970.0,30887.0,7.78
Assam,Dima hasao,2012.0,Onion,55.0,188.0,3.42
Assam,Dima hasao,2012.0,Potato,1797.0,13343.0,7.43
Assam,Dima hasao,2012.0,Sugarcane,2998.0,90129.0,30.06
Assam,Dima hasao,2012.0,Sweet_potato,97.0,489.0,5.04
Assam,Dima hasao,2012.0,Tapioca,585.0,3729.0,6.37
Assam,Dima hasao,2012.0,Tobacco,21.0,16.0,0.76
Assam,Dima hasao,2012.0,Turmeric,436.0,292.0,0.67
Assam,Dima hasao,2013.0,Banana,1653.0,26787.0,16.21
Assam,Dima hasao,2013.0,Black_pepper,48.0,73.0,1.52
Assam,Dima hasao,2013.0,Dry_chillies,477.0,293.0,0.61
Assam,Dima hasao,2013.0,Ginger,4283.0,30251.0,7.06
Assam,Dima hasao,2013.0,Onion,78.0,266.0,3.41
Assam,Dima hasao,2013.0,Potato,1929.0,13788.0,7.15
Assam,Dima hasao,2013.0,Sugarcane,3420.0,124132.0,36.3
Assam,Dima hasao,2013.0,Sweet_potato,107.0,539.0,5.04
Assam,Dima hasao,2013.0,Tapioca,313.0,1996.0,6.38
Assam,Dima hasao,2013.0,Tobacco,19.0,15.0,0.79
Assam,Dima hasao,2013.0,Turmeric,468.0,618.0,1.32
Assam,Dima hasao,2014.0,Banana,1915.0,31033.0,16.21
Assam,Dima hasao,2014.0,Black_pepper,44.0,68.0,1.55
Assam,Dima hasao,2014.0,Coconut,164.0,67000.0,408.54
Assam,Dima hasao,2014.0,Dry_chillies,477.0,328.0,0.69
Assam,Dima hasao,2014.0,Ginger,4363.0,39258.0,9.0
Assam,Dima hasao,2014.0,Onion,7.0,24.0,3.43
Assam,Dima hasao,2014.0,Potato,1870.0,14023.0,7.5
Assam,Dima hasao,2014.0,Sugarcane,3597.0,142049.0,39.49
Assam,Dima hasao,2014.0,Sweet_potato,107.0,541.0,5.06
Assam,Dima hasao,2014.0,Tapioca,305.0,1945.0,6.38
Assam,Dima hasao,2014.0,Tobacco,14.0,11.0,0.79
Assam,Dima hasao,2014.0,Turmeric,474.0,633.0,1.34
Assam,Dima hasao,2015.0,Banana,1929.0,35604.0,18.46
Assam,Dima hasao,2015.0,Black_pepper,52.0,85.0,1.63
Assam,Dima hasao,2015.0,Dry_chillies,487.0,337.0,0.69
Assam,Dima hasao,2015.0,Ginger,4393.0,39533.0,9.0
Assam,Dima hasao,2015.0,Onion,55.0,192.0,3.49
Assam,Dima hasao,2015.0,Potato,1916.0,12808.0,6.68
Assam,Dima hasao,2015.0,Sugarcane,3685.0,196484.0,53.32
Assam,Dima hasao,2015.0,Sweet_potato,104.0,527.0,5.07
Assam,Dima hasao,2015.0,Tapioca,305.0,1946.0,6.38
Assam,Dima hasao,2015.0,Tobacco,18.0,14.0,0.78
Assam,Dima hasao,2015.0,Turmeric,481.0,647.0,1.35
Assam,Dima hasao,2016.0,Banana,1922.0,36057.0,18.76
Assam,Dima hasao,2016.0,Black_pepper,48.0,72.0,1.5
Assam,Dima hasao,2016.0,Dry_chillies,477.0,334.0,0.7
Assam,Dima hasao,2016.0,Ginger,4346.0,39188.0,9.02
Assam,Dima hasao,2016.0,Onion,46.0,196.0,4.26
Assam,Dima hasao,2016.0,Potato,1905.0,13922.0,7.31
Assam,Dima hasao,2016.0,Sugarcane,3567.0,179252.0,50.25
Assam,Dima hasao,2016.0,Sweet_potato,106.0,565.0,5.33
Assam,Dima hasao,2016.0,Tapioca,305.0,1952.0,6.4
Assam,Dima hasao,2016.0,Tobacco,17.0,13.0,0.76
