State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Maharashtra,Beed,Beed,"Bajra(Pearl Millet/Cumbu)",Other,Non-FAQ,03/09/2025,2200,2764,2513
Maharashtra,Beed,Majalgaon,"Green Gram (Moong)(Whole)","Green (Whole)",Non-FAQ,03/09/2025,5500,8200,7200
Maharashtra,Beed,Majalgaon,Jowar(Sorghum),Red,Local,03/09/2025,2000,2440,2300
Maharashtra,Beed,Majalgaon,Soyabean,Other,Local,03/09/2025,3500,4400,4100
Maharashtra,Beed,Majalgaon,Wheat,Other,FAQ,03/09/2025,2500,2800,2600
Maharashtra,Beed,Vadvani,"Bajra(Pearl Millet/Cumbu)",Other,Non-FAQ,03/09/2025,2200,2770,2660
Maharashtra,Buldhana,Chikali,Soyabean,Yellow,Non-FAQ,03/09/2025,3750,4350,4000
Maharashtra,Buldhana,Lonar,Wheat,Other,FAQ,03/09/2025,2425,2600,2500
Maharashtra,Buldhana,Mehekar,"Arhar (Tur/Red Gram)(Whole)",Other,Non-FAQ,03/09/2025,5200,6035,5800
Maharashtra,Buldhana,Mehekar,"Bengal Gram(Gram)(Whole)",Other,Non-FAQ,03/09/2025,5000,5500,5350
Maharashtra,Buldhana,"Sindkhed Raja","Bajra(Pearl Millet/Cumbu)",Other,Non-FAQ,03/09/2025,2000,2600,2400
Maharashtra,Chandrapur,Chandrapur(Ganjwad),"Bitter gourd",Other,Local,03/09/2025,1000,3000,2000
Maharashtra,"Chattrapati Sambhajinagar","Chattrapati Sambhajinagar","Chilly Capsicum",Other,Local,03/09/2025,1600,2500,2050
Maharashtra,"Chattrapati Sambhajinagar","Chattrapati Sambhajinagar",Wheat,Other,Non-FAQ,03/09/2025,2410,2410,2410
Maharashtra,"Chattrapati Sambhajinagar",Gangapur,"Arhar (Tur/Red Gram)(Whole)",Other,Non-FAQ,03/09/2025,5600,5600,5600
Maharashtra,"Chattrapati Sambhajinagar",Gangapur,"Bajra(Pearl Millet/Cumbu)",Other,Non-FAQ,03/09/2025,2075,2501,2375
Maharashtra,"Chattrapati Sambhajinagar",Gangapur,"Green Gram (Moong)(Whole)","Green (Whole)",Non-FAQ,03/09/2025,5500,7500,7100
Maharashtra,"Chattrapati Sambhajinagar",Paithan,"Arhar (Tur/Red Gram)(Whole)",Other,Non-FAQ,03/09/2025,6319,6319,6319
Maharashtra,"Chattrapati Sambhajinagar",Paithan,"Green Gram (Moong)(Whole)",Other,Non-FAQ,03/09/2025,4400,4400,4400
Maharashtra,Dharashiv(Usmanabad),Dharashiv,"Bitter gourd",Other,Local,03/09/2025,2000,2800,2400
Maharashtra,Dharashiv(Usmanabad),Dharashiv,"Green Chilli",Other,Local,03/09/2025,1500,5000,3250
Maharashtra,Dharashiv(Usmanabad),Murum,"Black Gram (Urd Beans)(Whole)",Other,Non-FAQ,03/09/2025,5800,6505,6152
Maharashtra,Dharashiv(Usmanabad),Murum,Soyabean,Yellow,Non-FAQ,03/09/2025,4100,4100,4100
Maharashtra,Dharashiv(Usmanabad),Umarga,"Bengal Gram(Gram)(Whole)",Other,FAQ,03/09/2025,6010,6010,6010
Maharashtra,Dharashiv(Usmanabad),Umarga,"Bengal Gram(Gram)(Whole)",Other,Non-FAQ,03/09/2025,4600,4600,4600
Maharashtra,Dharashiv(Usmanabad),Umarga,Wheat,"Maharashtra 2189",FAQ,03/09/2025,2880,2880,2880
Maharashtra,Dhule,Dhule,"Chili Red",Other,Local,03/09/2025,6400,6400,6400
Maharashtra,Dhule,Dhule,"Cowpea (Lobia/Karamani)",Other,Local,03/09/2025,4300,4300,4300
Maharashtra,Dhule,Dhule,Jowar(Sorghum),Kesari,Local,03/09/2025,1650,2335,2260
Maharashtra,Dhule,Dhule,Onion,Red,Local,03/09/2025,400,1230,1200
Maharashtra,Dhule,Dondaicha,"Bajra(Pearl Millet/Cumbu)",Other,Non-FAQ,03/09/2025,1700,1700,1700
Maharashtra,Dhule,Dondaicha,Wheat,Other,FAQ,03/09/2025,2550,2750,2714
Maharashtra,Dhule,Shirpur,"Arhar (Tur/Red Gram)(Whole)",Other,Non-FAQ,03/09/2025,4400,5100,5100
Maharashtra,Dhule,Shirpur,"Bajra(Pearl Millet/Cumbu)",Other,Non-FAQ,03/09/2025,2000,2771,2402
Maharashtra,Dhule,Shirpur,"Bengal Gram(Gram)(Whole)","Average (Whole)",Non-FAQ,03/09/2025,3000,3000,3000
Maharashtra,Gadchiroli,Armori,Paddy(Dhan)(Common),Other,FAQ,03/09/2025,2410,2840,2600
Maharashtra,Hingoli,Hingoli,Soyabean,Other,Local,03/09/2025,3950,4450,4200
Maharashtra,Jalana,Jalana,Maize,"Deshi Red",Non-FAQ,03/09/2025,2150,2350,2250
Maharashtra,Jalana,Jalana,Wheat,Other,FAQ,03/09/2025,2675,2780,2675
Maharashtra,Jalgaon,Amalner,"Green Gram (Moong)(Whole)",Other,Non-FAQ,03/09/2025,4500,8250,8250
Maharashtra,Jalgaon,Amalner,Jowar(Sorghum),Other,Local,03/09/2025,2441,2571,2571
Maharashtra,Jalgaon,Bhusaval,"Bhindi(Ladies Finger)",Other,Local,03/09/2025,2000,3000,2500
Maharashtra,Jalgaon,Bhusaval,Brinjal,Other,Local,03/09/2025,1600,2200,2000
Maharashtra,Jalgaon,Bhusaval,Methi(Leaves),Other,Local,03/09/2025,4000,5000,4500
Maharashtra,Jalgaon,Bhusaval,Onion,Other,Local,03/09/2025,800,1200,1000
Maharashtra,Jalgaon,Bhusaval,"Onion Green",Other,Local,03/09/2025,2000,2000,2000
Maharashtra,Jalgaon,Bhusaval,Raddish,Other,Local,03/09/2025,2500,2500,2500
Maharashtra,Jalgaon,Bhusaval,Spinach,Other,Local,03/09/2025,3500,3500,3500
Maharashtra,Jalgaon,Chopada,"Bajra(Pearl Millet/Cumbu)",Other,Non-FAQ,03/09/2025,2626,2626,2626
Maharashtra,Jalgaon,Chopada,"Green Gram (Moong)(Whole)","Green (Whole)",Non-FAQ,03/09/2025,5505,8011,8011
Maharashtra,Jalgaon,Pachora,"Arhar (Tur/Red Gram)(Whole)",Other,Non-FAQ,03/09/2025,5000,5825,5511
Maharashtra,Jalgaon,Pachora,"Bajra(Pearl Millet/Cumbu)",Other,Non-FAQ,03/09/2025,2151,2551,2251
Maharashtra,Jalgaon,Pachora,"Green Gram (Moong)(Whole)",Other,FAQ,03/09/2025,8768,9400,9211
Maharashtra,Kolhapur,Kolhapur,Cauliflower,Other,Local,03/09/2025,500,2000,1250
Maharashtra,Kolhapur,Kolhapur,Coriander(Leaves),Other,Local,03/09/2025,2500,6000,4250
Maharashtra,Mumbai,Mumbai,Arecanut(Betelnut/Supari),Other,Local,03/09/2025,35000,75000,55000
Maharashtra,Mumbai,Mumbai,Beetroot,Other,Local,03/09/2025,1600,2400,2000
Maharashtra,Mumbai,Mumbai,"Bengal Gram(Gram)(Whole)",Other,FAQ,03/09/2025,6800,8000,7500
Maharashtra,Mumbai,Mumbai,Cauliflower,Other,Local,03/09/2025,1200,2000,1600
Maharashtra,Mumbai,Mumbai,Coriander(Leaves),Other,Local,03/09/2025,1000,1500,1450
Maharashtra,Mumbai,Mumbai,"Corriander seed",Other,Local,03/09/2025,8000,19000,13500
Maharashtra,Mumbai,Mumbai,"French Beans (Frasbean)",Other,Local,03/09/2025,4000,5000,4500
Maharashtra,Mumbai,Mumbai,Gur(Jaggery),Other,Local,03/09/2025,5200,5700,5450
Maharashtra,Mumbai,Mumbai,Jowar(Sorghum),Other,Local,03/09/2025,2300,6000,4700
Maharashtra,Mumbai,Mumbai,"Little gourd (Kundru)",Other,Local,03/09/2025,2600,4200,3400
Maharashtra,Mumbai,Mumbai,"Peas Wet",Other,Local,03/09/2025,7000,9000,8000
Maharashtra,Mumbai,Mumbai,"Pointed gourd (Parval)",Other,Local,03/09/2025,4000,6000,5000
Maharashtra,Mumbai,Mumbai,Ridgeguard(Tori),Other,Local,03/09/2025,2600,4000,3300
Maharashtra,Mumbai,Mumbai,Spinach,Other,Local,03/09/2025,800,1500,1150
Maharashtra,Nagpur,Hingna,"Bottle gourd",Other,Local,03/09/2025,300,2500,1194
Maharashtra,Nagpur,Hingna,Brinjal,Other,Local,03/09/2025,1000,4000,2000
Maharashtra,Nagpur,Hingna,Carrot,Other,Local,03/09/2025,2500,3000,2666
Maharashtra,Nagpur,Kalmeshwar,"Bhindi(Ladies Finger)",Other,Local,03/09/2025,1410,1800,1620
Maharashtra,Nagpur,Nagpur,Banana,Khandesh,Local,03/09/2025,450,550,525
Maharashtra,Nagpur,Nagpur,"Bottle gourd",Other,Local,03/09/2025,1000,1500,1325
Maharashtra,Nagpur,Nagpur,Brinjal,Other,Local,03/09/2025,1800,2000,1950
Maharashtra,Nagpur,Nagpur,Cabbage,Other,Local,03/09/2025,700,800,775
Maharashtra,Nagpur,Nagpur,Carrot,Other,Local,03/09/2025,2000,2500,2375
Maharashtra,Nagpur,Nagpur,"Chili Red",Other,Local,03/09/2025,11000,13000,12500
Maharashtra,Nagpur,Nagpur,Cucumbar(Kheera),Other,Local,03/09/2025,500,1000,875
Maharashtra,Nagpur,Nagpur,Spinach,Other,Local,03/09/2025,3000,4000,3750
Maharashtra,Nagpur,Ramtek,Potato,Local,Local,03/09/2025,1500,1800,1700
Maharashtra,Nagpur,Ramtek,Ridgeguard(Tori),Other,Local,03/09/2025,1000,1200,1100
Maharashtra,Nagpur,Ramtek,Tomato,Other,Local,03/09/2025,2200,2500,2400
Maharashtra,Nandurbar,Shahada,"Green Gram (Moong)(Whole)",Other,Non-FAQ,03/09/2025,4000,8230,6000
Maharashtra,Nashik,Chandvad,Onion,Other,Local,03/09/2025,352,1570,1280
Maharashtra,Nashik,Devala,"Green Gram (Moong)(Whole)","Green (Whole)",FAQ,03/09/2025,8805,8900,8855
Maharashtra,Nashik,Devala,Onion,Other,Local,03/09/2025,100,1425,1200
Maharashtra,Nashik,Lasalgaon(Niphad),"Bajra(Pearl Millet/Cumbu)",Other,Non-FAQ,03/09/2025,2570,2570,2570
Maharashtra,Nashik,Lasalgaon(Niphad),"Green Gram (Moong)(Whole)",Other,FAQ,03/09/2025,9300,9300,9300
Maharashtra,Nashik,Malegaon,Groundnut,Other,Non-FAQ,03/09/2025,3500,5601,5501
Maharashtra,Nashik,Malegaon,Soyabean,Yellow,Non-FAQ,03/09/2025,3880,4800,4470
Maharashtra,Nashik,Nasik,Ridgeguard(Tori),Other,Local,03/09/2025,2920,7080,5000
Maharashtra,Nashik,"Pimpalgaon Baswant(Saykheda)",Onion,Other,Local,03/09/2025,700,1340,1100
Maharashtra,Nashik,Satana,"Bajra(Pearl Millet/Cumbu)",Other,Non-FAQ,03/09/2025,2400,2400,2400
Maharashtra,Nashik,Satana,Pomegranate,Other,Local,03/09/2025,950,9950,8500
Maharashtra,Parbhani,Tadkalas,Soyabean,Other,Local,03/09/2025,4200,4530,4400
Maharashtra,Pune,Junnar(Otur),Carrot,Other,Local,03/09/2025,1000,2500,2000
Maharashtra,Pune,Khed(Chakan),Cabbage,Other,Local,03/09/2025,400,600,500
Maharashtra,Pune,Khed(Chakan),Coriander(Leaves),Other,Local,03/09/2025,500,800,650
Maharashtra,Pune,Khed(Chakan),Onion,Other,Local,03/09/2025,1000,1700,1300
Maharashtra,Pune,Pune,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,03/09/2025,3300,3500,3400
Maharashtra,Pune,Pune,"Green Gram (Moong)(Whole)","Green (Whole)",FAQ,03/09/2025,9000,9800,9400
Maharashtra,Pune,Pune,"Green Peas",Other,Local,03/09/2025,10400,11500,10950
Maharashtra,Pune,Pune,"Ragi (Finger Millet)",Other,FAQ,03/09/2025,5200,5600,5400
Maharashtra,Pune,Pune(Manjri),"Chilly Capsicum",Other,Local,03/09/2025,3000,5000,4000
Maharashtra,Pune,Pune(Manjri),Coriander(Leaves),Other,Local,03/09/2025,5,10,8
Maharashtra,Pune,Pune(Manjri),Cucumbar(Kheera),Other,Local,03/09/2025,1000,2000,1500
Maharashtra,Pune,Pune(Manjri),Onion,Local,Local,03/09/2025,600,1400,1000
Maharashtra,Pune,Pune(Manjri),Papaya,Other,Local,03/09/2025,4000,5000,4500
Maharashtra,Pune,Pune(Manjri),Potato,Other,Local,03/09/2025,1000,2000,1500
Maharashtra,Pune,Pune(Pimpri),"Bitter gourd",Other,Local,03/09/2025,4000,4000,4000
Maharashtra,Pune,Shirur,"Bajra(Pearl Millet/Cumbu)",Other,Non-FAQ,03/09/2025,2400,2750,2600
Maharashtra,Raigad,Alibagh,Rice,Other,Local,03/09/2025,2500,2700,2600
Maharashtra,Raigad,Murud,Rice,Other,Local,03/09/2025,2500,2700,2600
Maharashtra,Raigad,Panvel,"Bitter gourd",Other,Local,03/09/2025,4000,5000,4500
Maharashtra,Raigad,Panvel,Guar,Other,Local,03/09/2025,8000,10000,9000
Maharashtra,Raigad,Panvel,Ridgeguard(Tori),Other,Local,03/09/2025,5000,6000,5500
Maharashtra,Ratnagiri,"Ratnagiri (Nachane)",Ginger(Green),Other,Local,03/09/2025,5000,6000,5500
Maharashtra,Sangli,Sangli,Jowar(Sorghum),Other,Local,03/09/2025,3749,4900,4325
Maharashtra,Sangli,Sangli,Maize,Other,FAQ,03/09/2025,2400,2500,2450
Maharashtra,Sangli,Sangli,Mataki,Other,Local,03/09/2025,7500,8500,8000
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Apple,Other,Local,03/09/2025,4000,9000,6500
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Garlic,Other,Local,03/09/2025,4000,8000,6000
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Guava,Other,Local,03/09/2025,1000,1500,1250
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,Local,03/09/2025,500,1800,1150
Maharashtra,Satara,Karad,"Bhindi(Ladies Finger)",Other,Local,03/09/2025,3000,4000,4000
Maharashtra,Satara,Karad,"Bitter gourd",Other,Local,03/09/2025,1500,2500,2500
Maharashtra,Satara,Karad,Cauliflower,Other,Local,03/09/2025,1000,2000,2000
Maharashtra,Satara,Karad,Drumstick,Other,Local,03/09/2025,1500,2000,2000
Maharashtra,Satara,Karad,Ginger(Green),Other,Local,03/09/2025,3000,3500,3500
Maharashtra,Satara,Karad,Onion,Other,Local,03/09/2025,500,1500,1500
Maharashtra,Satara,Patan,Ginger(Green),Other,Local,03/09/2025,1500,2000,1750
Maharashtra,Satara,Satara,Cauliflower,Other,Local,03/09/2025,2000,3000,2500
Maharashtra,Satara,Satara,Onion,Other,Local,03/09/2025,1000,2000,1500
Maharashtra,Satara,Satara,"Peas Wet",Other,Local,03/09/2025,8000,10000,9000
Maharashtra,Satara,Satara,Potato,Other,Local,03/09/2025,1000,2000,1500
Maharashtra,Sholapur,Akluj,"Bhindi(Ladies Finger)",Other,Local,03/09/2025,2500,3500,3000
Maharashtra,Sholapur,Akluj,Carrot,Other,Local,03/09/2025,3500,4000,3800
Maharashtra,Sholapur,Akluj,Cucumbar(Kheera),Other,Local,03/09/2025,1200,2200,1800
Maharashtra,Sholapur,Akluj,Ginger(Green),Other,Local,03/09/2025,4000,5000,4500
Maharashtra,Sholapur,Akluj,Potato,Local,Local,03/09/2025,1400,1700,1500
Maharashtra,Sholapur,Akluj,Ridgeguard(Tori),Other,Local,03/09/2025,2000,3000,2500
Maharashtra,Sholapur,Karmala,Jowar(Sorghum),Other,Local,03/09/2025,2251,4000,3700
Maharashtra,Sholapur,Karmala,Wheat,Other,FAQ,03/09/2025,2700,2800,2800
Maharashtra,Sholapur,"Mangal Wedha",Coriander(Leaves),Other,Local,03/09/2025,3,13,6
Maharashtra,Sholapur,"Mangal Wedha",Cucumbar(Kheera),Other,Local,03/09/2025,1200,6800,3000
Maharashtra,Sholapur,"Mangal Wedha",Tomato,Local,Local,03/09/2025,400,1600,1000
Maharashtra,Sholapur,Mohol,"Black Gram (Urd Beans)(Whole)",Other,Non-FAQ,03/09/2025,4000,6000,5000
Maharashtra,Sholapur,Mohol,Maize,"Deshi Red",Non-FAQ,03/09/2025,2100,2300,2250
Maharashtra,Sholapur,Solapur,"Black Gram (Urd Beans)(Whole)","Mogan Medium",Non-FAQ,03/09/2025,4305,6700,5600
Maharashtra,Sholapur,Solapur,Cabbage,Other,Local,03/09/2025,200,600,400
Maharashtra,Sholapur,Solapur,"Chilly Capsicum",Other,Local,03/09/2025,500,2100,1500
Maharashtra,Sholapur,Solapur,Coriander(Leaves),Other,Local,03/09/2025,300,700,500
Maharashtra,Sholapur,Solapur,Jowar(Sorghum),Other,Non-FAQ,03/09/2025,2150,3130,2860
Maharashtra,Sholapur,Solapur,Lime,Other,Local,03/09/2025,700,3250,1800
Maharashtra,Sholapur,Solapur,Ridgeguard(Tori),Other,Local,03/09/2025,600,4000,2500
Maharashtra,Sholapur,Solapur,Seetapal,Other,Local,03/09/2025,1400,6000,4000
Maharashtra,Thane,Kalyan,Cabbage,Other,Local,03/09/2025,700,1200,950
Maharashtra,Thane,Kalyan,Cucumbar(Kheera),Other,Local,03/09/2025,1600,2000,1800
Maharashtra,Thane,Kalyan,Drumstick,Other,Local,03/09/2025,6000,7000,6500
Maharashtra,Thane,Kalyan,"Green Peas",Other,Local,03/09/2025,11200,11600,11400
Maharashtra,Thane,Kalyan,Guar,Other,Local,03/09/2025,5000,6000,5500
Maharashtra,Thane,Kalyan,Mataki,Other,Local,03/09/2025,6200,7200,6700
Maharashtra,Thane,Kalyan,Onion,"2nd Sort",Local,03/09/2025,1100,1300,1200
Maharashtra,Thane,Kalyan,Raddish,Other,Local,03/09/2025,25,35,30
Maharashtra,Thane,Kalyan,"Sweet Pumpkin",Other,Local,03/09/2025,1000,1500,1250
Maharashtra,Thane,Ulhasnagar,Rice,Other,Local,03/09/2025,3500,4500,4000
Maharashtra,Vashim,Karanja,"Black Gram (Urd Beans)(Whole)",Other,Non-FAQ,03/09/2025,4100,4650,4200
Maharashtra,Vashim,Risod,Soyabean,Other,Local,03/09/2025,4250,4430,4340
Maharashtra,Wardha,Arvi,"Arhar (Tur/Red Gram)(Whole)",Other,Non-FAQ,03/09/2025,5900,6215,6000
Maharashtra,Wardha,Hinganghat,Wheat,Other,FAQ,03/09/2025,2425,2590,2480
Maharashtra,Yavatmal,Yeotmal,Wheat,Other,FAQ,03/09/2025,2600,2650,2625
Meghalaya,"East Khasi Hills",Shillong,"Betal Leaves",Local,FAQ,03/09/2025,14000,22000,18000
Meghalaya,"East Khasi Hills",Shillong,Cauliflower,Local,FAQ,03/09/2025,5000,6000,5500
Meghalaya,"East Khasi Hills",Shillong,Pumpkin,Other,FAQ,03/09/2025,2400,2600,2500
Meghalaya,"South Garo Hills",Gasuapara,Papaya,Other,Medium,03/09/2025,2000,4000,3000
Nagaland,Kohima,Kohima,Beans,"Beans (Whole)",FAQ,03/09/2025,10000,10200,10100
Nagaland,Longleng,Longleng,"Green Chilli",Other,FAQ,03/09/2025,9000,9300,9100
Nagaland,Tsemenyu,Tsemenyu,Banana,Banana-Organic,Medium,03/09/2025,4500,5500,5000
Nagaland,Tsemenyu,Tsemenyu,"Chow Chow","Chow Chow",FAQ,03/09/2025,2500,3000,2800
Nagaland,Wokha,Baghty,Banana,Other,Medium,03/09/2025,3800,5000,4500
"NCT of Delhi",Delhi,Azadpur,Apple,Hajratbali,Large,03/09/2025,1300,2500,2000
"NCT of Delhi",Delhi,Azadpur,Apple,"Royal Delicious",Large,03/09/2025,9000,11000,10000
"NCT of Delhi",Delhi,Azadpur,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,1000,2500,1700
"NCT of Delhi",Delhi,Azadpur,"Custard Apple (Sharifa)","Custard Apple(Sharifa)",Large,03/09/2025,5000,10000,8500
"NCT of Delhi",Delhi,Azadpur,Garlic,Garlic,FAQ,03/09/2025,2000,10000,3250
"NCT of Delhi",Delhi,Azadpur,Guar,Gwar,FAQ,03/09/2025,1500,3500,2500
"NCT of Delhi",Delhi,Azadpur,Guava,Guava,Large,03/09/2025,500,6000,2750
"NCT of Delhi",Delhi,Azadpur,Mint(Pudina),Mint(Pudina),FAQ,03/09/2025,1000,3000,2000
"NCT of Delhi",Delhi,Azadpur,Papaya,Papaya,Large,03/09/2025,1750,2250,2000
"NCT of Delhi",Delhi,Azadpur,Pineapple,"Pine Apple",Large,03/09/2025,1200,3500,2375
"NCT of Delhi",Delhi,Azadpur,"Pointed gourd (Parval)","Pointed gourd (Parval)",FAQ,03/09/2025,1000,3000,2000
"NCT of Delhi",Delhi,Azadpur,Pumpkin,Pumpkin,FAQ,03/09/2025,400,800,600
"NCT of Delhi",Delhi,Azadpur,Tinda,Tinda,FAQ,03/09/2025,2000,3500,2850
"NCT of Delhi",Delhi,Azadpur,Tomato,Tomato,FAQ,03/09/2025,800,3600,2578
"NCT of Delhi",Delhi,"Fish,Poultry & Egg Market, Gazipur",Fish,Katla(Big),FAQ,03/09/2025,11000,21000,16000
"NCT of Delhi",Delhi,"Fish,Poultry & Egg Market, Gazipur",Fish,Rahu(Andhra),FAQ,03/09/2025,9500,13500,11500
"NCT of Delhi",Delhi,"Fish,Poultry & Egg Market, Gazipur",Fish,"White Dom",FAQ,03/09/2025,12000,16000,14500
"NCT of Delhi",Delhi,"Flower Market,Gazipur",Marigold(loose),Other,FAQ,03/09/2025,60,100,80
Odisha,Balasore,Jaleswar,Brinjal,Other,FAQ,03/09/2025,5800,6500,6000
Odisha,Balasore,Jaleswar,Onion,Other,FAQ,03/09/2025,1800,2200,2000
Odisha,Balasore,Jaleswar,Ridgeguard(Tori),Other,FAQ,03/09/2025,3800,4200,4000
Odisha,Balasore,Jaleswar,Tomato,Other,FAQ,03/09/2025,5000,6000,5500
Odisha,Balasore,Nilagiri,Brinjal,Other,FAQ,03/09/2025,2900,3100,3000
Odisha,Bargarh,Sohela,"Bhindi(Ladies Finger)",Other,FAQ,03/09/2025,4500,4700,4600
Odisha,Bhadrak,Chandabali,Potato,Other,FAQ,03/09/2025,1650,2000,1800
Odisha,Bhadrak,Chandabali,Tomato,Other,FAQ,03/09/2025,3200,3600,3380
Odisha,Boudh,Boudh,Carrot,Carrot,FAQ,03/09/2025,2800,3500,3000
Odisha,Boudh,Boudh,"Pointed gourd (Parval)",Other,FAQ,03/09/2025,6500,7500,7000
Odisha,Boudh,Boudh,Potato,Other,FAQ,03/09/2025,1800,2500,2000
Odisha,Boudh,Boudh,Tomato,Other,Non-FAQ,03/09/2025,2500,3200,3000
Odisha,Boudh,Khunthabandha,Cauliflower,Other,FAQ,03/09/2025,4500,5500,5000
Odisha,Boudh,Khunthabandha,Cucumbar(Kheera),Other,FAQ,03/09/2025,2500,3500,3000
Odisha,Boudh,Khunthabandha,Onion,Other,Non-FAQ,03/09/2025,1500,2000,1800
Odisha,Cuttack,Banki,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,2600,2800,2700
Odisha,Cuttack,Banki,Brinjal,Other,FAQ,03/09/2025,4000,4200,4100
Odisha,Cuttack,Banki,"Green Chilli",Other,FAQ,03/09/2025,6000,6500,6200
Odisha,Cuttack,Banki,"Pointed gourd (Parval)",Other,FAQ,03/09/2025,5000,5200,5100
Odisha,Cuttack,Banki,Ridgeguard(Tori),Other,FAQ,03/09/2025,2500,2700,2600
Odisha,Dhenkanal,Hindol,"Banana - Green",Other,FAQ,03/09/2025,2700,3000,2800
Odisha,Dhenkanal,Hindol,"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,4800,5000,4900
Odisha,Dhenkanal,Hindol,Cucumbar(Kheera),Cucumbar,FAQ,03/09/2025,4000,5000,4500
Odisha,Dhenkanal,Hindol,Tomato,Tomato,Non-FAQ,03/09/2025,4000,5000,4500
Odisha,Dhenkanal,Kamakhyanagar,"Green Chilli","Green Chilly",FAQ,03/09/2025,8000,9000,8500
Odisha,Gajapati,Parlakhemundi,Ridgeguard(Tori),Other,FAQ,03/09/2025,2800,3000,2900
Odisha,Ganjam,Hinjilicut,Potato,Other,FAQ,03/09/2025,1200,2000,1800
Odisha,Jagatsinghpur,Rahama,Rice,Other,FAQ,03/09/2025,2800,6000,4000
Odisha,Jharsuguda,Jharsuguda,Potato,Other,Non-FAQ,03/09/2025,2000,2500,2500
Odisha,Kalahandi,Bhawanipatna,Cauliflower,Local,FAQ,03/09/2025,3200,3200,3200
Odisha,Kalahandi,Mukhiguda,Brinjal,Brinjal,FAQ,03/09/2025,2000,4000,3000
Odisha,Kalahandi,Mukhiguda,Cabbage,Cabbage,FAQ,03/09/2025,2200,4400,3300
Odisha,Kalahandi,Mukhiguda,Tomato,Tomato,FAQ,03/09/2025,2500,5000,3750
Odisha,Kalahandi,Mukhiguda,Tomato,Tomato,Non-FAQ,03/09/2025,2500,5000,3750
Odisha,Kendrapara,Kendrapara,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,4000,5000,4000
Odisha,Keonjhar,Keonjhar,Cabbage,Other,FAQ,03/09/2025,4000,4500,4000
Odisha,Keonjhar,Keonjhar,Cauliflower,Other,FAQ,03/09/2025,5000,6000,5500
Odisha,Koraput,Koraput,"Bhindi(Ladies Finger)",Other,FAQ,03/09/2025,3100,3300,3200
Odisha,Koraput,Koraput,Cabbage,Other,FAQ,03/09/2025,2800,3000,2900
Odisha,Koraput,Koraput,Coriander(Leaves),Other,FAQ,03/09/2025,3200,3400,3300
Odisha,Koraput,Koraput,Cucumbar(Kheera),Other,FAQ,03/09/2025,1100,1300,1200
Odisha,Koraput,Koraput(Semilguda),"Banana - Green",Other,FAQ,03/09/2025,2200,2400,2300
Odisha,Koraput,Koraput(Semilguda),"Bhindi(Ladies Finger)",Other,FAQ,03/09/2025,3100,3300,3200
Odisha,Koraput,Koraput(Semilguda),"Green Chilli",Other,FAQ,03/09/2025,6100,6300,6200
Odisha,Koraput,Koraput(Semilguda),Ridgeguard(Tori),Ridgeguard(Tori),FAQ,03/09/2025,3400,3600,3500
Odisha,Mayurbhanja,Baripada,Brinjal,Brinjal,FAQ,03/09/2025,4000,6000,4500
Odisha,Mayurbhanja,Baripada,Cabbage,Cabbage,FAQ,03/09/2025,2500,3500,3000
Odisha,Mayurbhanja,Baripada,"Papaya (Raw)",Other,FAQ,03/09/2025,2000,2500,2200
Odisha,Mayurbhanja,Baripada,Pumpkin,Pumpkin,FAQ,03/09/2025,1500,2000,1800
Odisha,Mayurbhanja,Betnoti,"Bottle gourd","Bottle Gourd",FAQ,03/09/2025,1700,2100,1900
Odisha,Mayurbhanja,Betnoti,Pumpkin,Pumpkin,FAQ,03/09/2025,700,1100,900
Odisha,Mayurbhanja,Karanjia,Fish,Other,FAQ,03/09/2025,19000,20000,20000
Odisha,Mayurbhanja,Karanjia,Rice,Other,FAQ,03/09/2025,3400,3500,3500
Odisha,Mayurbhanja,Saraskana,Brinjal,Brinjal,FAQ,03/09/2025,5000,6000,5500
Odisha,Mayurbhanja,Udala,Cabbage,Cabbage,FAQ,03/09/2025,2700,2900,2800
Odisha,Mayurbhanja,Udala,Cauliflower,Local,FAQ,03/09/2025,5100,5300,5200
Odisha,Mayurbhanja,Udala,Onion,Onion,FAQ,03/09/2025,2300,2500,2400
Odisha,Mayurbhanja,Udala,Potato,Potato,FAQ,03/09/2025,1500,1700,1600
Odisha,Mayurbhanja,Udala,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,03/09/2025,3700,3900,3800
Odisha,Nayagarh,Bahadajholla,"Papaya (Raw)",Other,FAQ,03/09/2025,2000,2000,2000
Odisha,Nayagarh,Sarankul,Tomato,Other,FAQ,03/09/2025,2700,3000,2800
Odisha,Nuapada,Khariar,"Bitter gourd",Other,FAQ,03/09/2025,5000,6000,6000
